ID       | Город                          | Регион                        
8824     | Заплавская                     | Ростовская область            
4121     | Заплюсье                       | Псковская область             
9439     | Заполье                        | Пермский край                 
1065     | Заполярный                     | Мурманская область            
5025     | Заполярный (Ямало-Ненецкий АО) | Ямало-Ненецкий АО             
9702     | Запорожская                    | Краснодарский край            
8422     | Запорожское                    | Ленинградская область         
120      | Запорожье                      | Запорожская область           
7675     | Запрудное                      | Нижегородская область         
5963     | Запрудня (Московская область)  | Московская область            
11478    | Зарагиж                        | Кабардино-Балкарская республика
2027     | Зарайск (Московская область)   | Московская область            
9495     | Зарево                         | Республика Адыгея             
8515     | Заречный (Ивановская область)  | Ивановская область            
1578     | Заречный (Пензенская область)  | Пензенская область            
1275     | Заречный (Свердловская область) | Свердловская область          
10365    | Заречье (Калужская область)    | Калужская область             
6294     | Заречье (рабочий посёлок, Одинцовский район, Московская область) | Московская область            
1222     | Заринск                        | Алтайский край                
11274    | Заринское                      | Кемеровская область           
7498     | Зарубино                       | Приморский край               
8381     | Зарубино (Новгородская область) | Новгородская область          
9357     | Зарубино (Пермский край)       | Пермский край                 
8182     | Зарудня (Московская область)   | Московская область            
7616     | Заря (Кировская область)       | Кировская область             
9643     | Заря (Краснодарский край)      | Краснодарский край            
5725     | Заря (муниципальное образование Алапаевское) | Свердловская область          
4199     | Засеково                       | Удмуртская Республика         
10720    | Засечное                       | Пензенская область            
11396    | Засопка (Забайкальский край)   | Забайкальский край            
10585    | Засосна                        | Белгородская область          
9542     | Зассовская                     | Краснодарский край            
3772     | Затеречный                     | Ставропольский край           
8877     | Затеченское                    | Курганская область            
5788     | Зауральский                    | Челябинская область           
8786     | Захаров                        | Волгоградская область         
4474     | Захарово                       | Рязанская область             
5389     | Зашеек (Мурманская область)    | Мурманская область            
5469     | Заюково                        | Кабардино-Балкарская республика
10479    | Званное                        | Курская область               
10779    | Звезда                         | Самарская область             
1622     | Звенигово                      | Республика Марий Эл           
2050     | Звенигород (Московская область) | Московская область            
1538     | Зверево                        | Ростовская область            
4957     | Звериноголовское               | Курганская область            
5969     | Зверосовхоз (Московская область) | Московская область            
10896    | Звонаревка                     | Саратовская область           
11476    | Звёздный (Кабардино-Балкарская Республика) | Кабардино-Балкарская республика
5822     | Звёздный (Пермский край)       | Пермский край                 
5043     | Звёздный Городок (Московская область) | Московская область            
4834     | Здвинск                        | Новосибирская область         
10269    | Здоровец                       | Орловская область             
8492     | Зебляки                        | Костромская область           
7837     | Зеленая Поляна                 | Алтайский край                
7117     | Зеленая Роща                   | Республика Татарстан          
10846    | Зеленая Роща (Ульяновская область) | Ульяновская область           
8711     | Зеленга                        | Астраханская область          
8339     | Зеленец                        | Республика Коми               
5002     | Зеленоборск                    | Ханты-Мансийский АО - Югра    
4109     | Зеленоборский                  | Мурманская область            
7899     | Зеленовский                    | Кемеровская область           
1156     | Зеленогорск (Красноярский край) | Красноярский край             
2230     | Зеленогорск (Ленинградская обл) | Ленинградская область         
4791     | Зеленогорский                  | Кемеровская область           
2088     | Зеленоград                     | Московская область            
1026     | Зеленоградск                   | Калининградская область       
1635     | Зеленодольск (Республика Татарстан) | Республика Татарстан          
1487     | Зеленокумск                    | Ставропольский край           
8684     | Зеленолугский                  | Ростовская область            
5487     | Зеленчукская                   | Карачаево-Черкесская Республика
7359     | Зеленый Бор                    | Красноярский край             
8083     | Зеленый Дол                    | Алтайский край                
11362    | Зельвино (Амурская область)    | Амурская область              
4906     | Зелёная Дубрава                | Алтайский край                
11520    | Зелёная Поляна                 | Белгородская область          
6520     | Зелёный (Московская область)   | Московская область            
6310     | Земетчино                      | Пензенская область            
3803     | Землянск                       | Воронежская область           
5306     | Зензеватка                     | Волгоградская область         
5169     | Зензели                        | Астраханская область          
10547    | Зенино                         | Белгородская область          
7746     | Зеркалы                        | Алтайский край                
1539     | Зерноград                      | Ростовская область            
1935     | Зея                            | Амурская область              
5143     | Зилаир                         | Республика Башкортостан       
9251     | Зильдярово                     | Республика Башкортостан       
1133     | Зима                           | Иркутская область             
7868     | Зимари                         | Алтайский край                
8590     | Зименки                        | Владимирская область          
8035     | Зимино                         | Алтайский край                
8363     | Зимитицы                       | Ленинградская область         
8668     | Зимняцкий                      | Волгоградская область         
9681     | Зимняя Ставка                  | Ставропольский край           
4511     | Зимовники                      | Ростовская область            
8426     | Зимстан                        | Республика Коми               
5140     | Зирган                         | Республика Башкортостан       
9112     | Зириклы                        | Республика Башкортостан       
10984    | Зиянчурино                     | Оренбургская область          
7940     | Златополь                      | Алтайский край                
7379     | Златоруновск                   | Красноярский край             
1390     | Златоуст                       | Челябинская область           
1831     | Злынка                         | Брянская область              
1223     | Змеиногорск                    | Алтайский край                
5643     | Змейская                       | Республика Северная Осетия-Алания
3946     | Змиевка                        | Орловская область             
3947     | Знаменка (Орловская область)   | Орловская область             
6056     | Знаменка (Тамбовская область)  | Тамбовская область            
10561    | Знаменка-1                     | Тульская область              
1507     | Знаменск                       | Астраханская область          
4229     | Знаменский                     | Республика Марий Эл           
11081    | Знаменский (Краснодарский край) | Краснодарский край            
4618     | Знаменское  (Московская область) | Московская область            
4702     | Знаменское (Омская область)    | Омская область                
5689     | Знаменское (Чечня)             | Чеченская республика          
6066     | Знамя Октября (Московская область) | Московская область            
8697     | Золотаревка                    | Ростовская область            
11020    | Золотаревка (Пензенская область) | Пензенская область            
9612     | Золотаревка (Ставропольский край) | Ставропольский край           
8639     | Золотари                       | Волгоградская область         
7915     | Золотая Нива                   | Омская область                
8575     | Золотково                      | Владимирская область          
10925    | Золотое                        | Саратовская область           
7297     | Золотореченск                  | Забайкальский край            
5328     | Золотуха (Астраханская область) | Астраханская область          
10197    | Золотуха (Липецкая область)    | Липецкая область              
3828     | Золотухино                     | Курская область               
10775    | Зольное                        | Самарская область             
3773     | Зольская                       | Ставропольский край           
4669     | Зональная Станция              | Томская область               
4907     | Зональное                      | Алтайский край                
4667     | Зоркальцево                    | Томская область               
7821     | Зубково                        | Новосибирская область         
3725     | Зубова-Поляна                  | Республика Мордовия           
7996     | Зубовка                        | Новосибирская область         
8679     | Зубовка (Астраханская область) | Астраханская область          
8581     | Зубово                         | Вологодская область           
10849    | Зубочистка Первая              | Оренбургская область          
5581     | Зубутли-Миатли                 | Республика Дагестан           
1791     | Зубцов                         | Тверская область              
11402    | Зугалай (Забайкальский край)   | Забайкальский край            
3251     | Зугрэс                         | Донецкая Народная Республика  
4908     | Зудилово                       | Алтайский край                
1664     | Зуевка                         | Кировская область             
9046     | Зуевский                       | Пермский край                 
9608     | Зункарь                        | Ставропольский край           
7284     | Зура                           | Удмуртская Республика         
11403    | Зуткулей (Забайкальский край)  | Забайкальский край            
6318     | Зуя                            | Республика Крым               
9174     | Зуята                          | Пермский край                 
11263    | Зыкеево (Московская область)   | Московская область            
4751     | Зыково                         | Красноярский край             
7401     | Зырянка                        | Республика Саха (Якутия)      
9341     | Зыряновский                    | Свердловская область          
4668     | Зырянское                      | Томская область               
8920     | Зюзельский                     | Свердловская область          
7905     | Зюзя                           | Новосибирская область         
5823     | Зюкайка                        | Пермский край                 
11404    | Зюльзя (Забайкальский край)    | Забайкальский край            
11461    | Зязиков-Юрт (Ингушетия)        | Республика Ингушетия          
7803     | Зятькова Речка                 | Алтайский край                
4217     | Ибреси                         | Чувашская Республика          
10669    | Ива                            | Пензенская область            
1994     | Ивангород                      | Ленинградская область         
10346    | Иванино                        | Курская область               
8519     | Иванищи                        | Владимирская область          
8056     | Ивановка (Алтайский край)      | Алтайский край                
10569    | Ивановка (Белгородская область) | Белгородская область          
5209     | Ивановка (Ивановский район, Амурская область) | Амурская область              
8175     | Ивановка (Омская область)      | Омская область                
11052    | Ивановка (Оренбургская область) | Оренбургская область          
7475     | Ивановка (Приморский край)     | Приморский край               
7460     | Ивановка (Республика Хакасия)  | Республика Хакасия            
8669     | Ивановка (Ростовская область)  | Ростовская область            
3516     | Ивановка (Херсонская область)  | Херсонская область            
32       | Иваново (Ивановская область)   | Ивановская область            
3273     | Ивановская                     | Краснодарский край            
10230    | Ивановское (Курская область)   | Курская область               
4606     | Ивановское (Московская область) | Московская область            
3774     | Ивановское (Ставропольский край) | Ставропольский край           
8470     | Ивановское (Ярославская область) | Ярославская область           
2089     | Ивантеевка (Московская область) | Московская область            
6194     | Ивантеевка (Саратовская область) | Саратовская область           
8288     | Ивантеево                      | Новгородская область          
7279     | Иваньково-Ленино               | Чувашская Республика          
7587     | Ивашка                         | Камчатский край               
10494    | Иващенково                     | Белгородская область          
1276     | Ивдель                         | Свердловская область          
3061     | Ивня                           | Белгородская область          
8598     | Ивняки                         | Ярославская область           
4644     | Иволгинск                      | Республика Бурятия            
4073     | Ивот                           | Брянская область              
1157     | Игарка                         | Красноярский край             
3710     | Иглино                         | Республика Башкортостан       
11053    | Игнатовка                      | Ульяновская область           
3717     | Игра                           | Удмуртская Республика         
5003     | Игрим                          | Ханты-Мансийский АО - Югра    
9206     | Идельбаково                    | Республика Башкортостан       
4752     | Идринское                      | Красноярский край             
4117     | Идрица                         | Псковская область             
7346     | Иенгра                         | Республика Саха (Якутия)      
96       | Ижевск                         | Удмуртская Республика         
4475     | Ижевское                       | Рязанская область             
5704     | Ижма (Коми)                    | Республика Коми               
4792     | Ижморский                      | Кемеровская область           
1428     | Избербаш                       | Республика Дагестан           
8429     | Извара                         | Ленинградская область         
7579     | Известковый                    | Еврейская АО                  
2686     | Излучинск                      | Ханты-Мансийский АО - Югра    
8201     | Измайлово (Московская область) | Московская область            
10785    | Измайлово (Ульяновская область) | Ульяновская область           
9321     | Измайловский                   | Челябинская область           
3849     | Измалково                      | Липецкая область              
3068     | Износки                        | Калужская область             
11066    | Изобильное                     | Оренбургская область          
1488     | Изобильный                     | Ставропольский край           
8449     | Изоплит                        | Тверская область              
10294    | Изосимово                      | Тамбовская область            
8434     | Изъяю                          | Республика Коми               
7386     | Икей                           | Иркутская область             
5189     | Ики-Бурул                      | Республика Калмыкия           
4958     | Иковка                         | Курганская область            
5488     | Икон-Халк                      | Карачаево-Черкесская Республика
5170     | Икряное                        | Астраханская область          
6355     | Икша (Московская область)      | Московская область            
1158     | Иланский                       | Красноярский край             
4250     | Илек                           | Оренбургская область          
10146    | Илек Кошары                    | Белгородская область          
6654     | Илим                           | Свердловская область          
7519     | Илирней                        | Чукотский АО                  
10487    | Иловай Бригадирское            | Тамбовская область            
11294    | Иловайск                       | Донецкая Народная Республика  
10418    | Иловка                         | Белгородская область          
2710     | Иловля                         | Волгоградская область         
8707     | Ильевка                        | Волгоградская область         
5076     | Ильинка                        | Республика Бурятия            
5171     | Ильинка (Икрянинский район)    | Астраханская область          
6953     | Ильинка (Хабаровский край)     | Хабаровский край              
3850     | Ильино                         | Липецкая область              
8915     | Ильино-Поляна                  | Республика Башкортостан       
4406     | Ильиногорск                    | Нижегородская область         
3274     | Ильинская                      | Краснодарский край            
5115     | Ильинский (Московская область) | Московская область            
5824     | Ильинский (Пермский край)      | Пермский край                 
5040     | Ильинский (Раменский район)    | Московская область            
8441     | Ильинский (Республика Карелия) | Республика Карелия            
5034     | Ильинско-Подомское             | Архангельская область         
4619     | Ильинское  (Московская область) | Московская область            
11280    | Ильинское-Усово (Московская область) | Московская область            
4368     | Ильинское-Хованское            | Ивановская область            
9707     | Ильич                          | Краснодарский край            
7344     | Ильичево                       | Красноярский край             
5062     | Илька                          | Республика Бурятия            
8551     | Илькино                        | Владимирская область          
10961    | Ильмень                        | Самарская область             
10650    | Ильмино                        | Пензенская область            
3275     | Ильский                        | Краснодарский край            
7231     | Именьково                      | Республика Татарстан          
9324     | Имянликулево                   | Республика Башкортостан       
5624     | Инарки                         | Республика Ингушетия          
7893     | Ингалы                         | Омская область                
11405    | Ингода (Забайкальский край)    | Забайкальский край            
7447     | Инголь                         | Красноярский край             
10871    | Индерка                        | Пензенская область            
5377     | Индига                         | Ненецкий АО                   
5524     | Индустриальный (Краснодарский край) | Краснодарский край            
8670     | Индустриальный (Ростовская область) | Ростовская область            
2803     | Инжавино                       | Тамбовская область            
1617     | Инза                           | Ульяновская область           
5162     | Инзер                          | Республика Башкортостан       
2388     | Инкерман                       | Республика Крым               
6686     | Иннолово                       | Ленинградская область         
2734     | Иннополис                      | Республика Татарстан          
3775     | Иноземцево                     | Ставропольский край           
1558     | Инсар                          | Республика Мордовия           
4793     | Инской                         | Кемеровская область           
1045     | Инта                           | Республика Коми               
8694     | Интернациональный              | Ростовская область            
5910     | Инякино                        | Рязанская область             
8110     | Иогач                          | Республика Алтай              
1489     | Ипатово                        | Ставропольский край           
5644     | Ир                             | Республика Северная Осетия-Алания
4753     | Ирбейское                      | Красноярский край             
8023     | Ирбизино                       | Новосибирская область         
1277     | Ирбит                          | Свердловская область          
3776     | Иргаклы                        | Ставропольский край           
11011    | Ириклинский                    | Оренбургская область          
9534     | Ирклиевская                    | Краснодарский край            
35       | Иркутск                        | Иркутская область             
8037     | Иртыш                          | Омская область                
7900     | Иртышский                      | Омская область                
4264     | Ис                             | Свердловская область          
3043     | Исаклы                         | Самарская область             
8872     | Исанбаево                      | Республика Башкортостан       
7277     | Исенбаево                      | Республика Татарстан          
4982     | Исетское                       | Тюменская область             
4265     | Исеть                          | Свердловская область          
1250     | Исилькуль                      | Омская область                
9236     | Исимово                        | Республика Башкортостан       
9334     | Искателей                      | Ямало-Ненецкий АО             
7032     | Иске-Рязап                     | Республика Татарстан          
1206     | Искитим                        | Новосибирская область         
8643     | Искра (Волгоградская область)  | Волгоградская область         
10594    | Искра (Калужская область)      | Калужская область             
5900     | Искра (Рязанский район)        | Рязанская область             
5470     | Исламей                        | Кабардино-Балкарская республика
9288     | Исмагилово                     | Республика Башкортостан       
8897     | Исмайлово                      | Республика Башкортостан       
5505     | Исправная                      | Карачаево-Черкесская Республика
7258     | Испуханы                       | Чувашская Республика          
6304     | Исса                           | Пензенская область            
10533    | Истобное                       | Белгородская область          
4266     | Исток                          | Свердловская область          
7611     | Истомино                       | Нижегородская область         
2028     | Истра (Московская область)     | Московская область            
5911     | Истье (Рязанская область)      | Рязанская область             
5138     | Исянгулово                     | Республика Башкортостан       
5059     | Итанца                         | Республика Бурятия            
4794     | Итатский                       | Кемеровская область           
7278     | Ишаки                          | Чувашская Республика          
6080     | Ишеевка (Ульяновская область)  | Ульяновская область           
11498    | Ишемгул                        | Республика Башкортостан       
1344     | Ишим                           | Тюменская область             
1356     | Ишимбай                        | Республика Башкортостан       
8953     | Ишкарово                       | Республика Башкортостан       
4218     | Ишлеи                          | Чувашская Республика          
7027     | Июльское                       | Удмуртская Республика         
61       | Йошкар-Ола                     | Республика Марий Эл           
7318     | Каа-Хем                        | Республика Тыва               
11060    | Кабаево                        | Республика Мордовия           
8139     | Кабаково (Алтайский край)      | Алтайский край                
5865     | Кабаково (Башкортостан)        | Республика Башкортостан       
8055     | Кабаново                       | Алтайский край                
4645     | Кабанск                        | Республика Бурятия            
2641     | Кабардинка                     | Краснодарский край            
3702     | Кавалерово                     | Приморский край               
8736     | Кавалерский                    | Ростовская область            
3276     | Кавказская                     | Краснодарский край            
9614     | Кавказский                     | Карачаево-Черкесская Республика
9137     | Кага                           | Республика Башкортостан       
4512     | Кагальник                      | Ростовская область            
3699     | Кагальницкая                   | Ростовская область            
11406    | Кадахта (Забайкальский край)   | Забайкальский край            
6939     | Кадая                          | Забайкальский край            
8370     | Каджером                       | Республика Коми               
1745     | Кадников                       | Вологодская область           
8156     | Кадниково                      | Алтайский край                
4324     | Кадниковский                   | Вологодская область           
4476     | Кадом                          | Рязанская область             
3737     | Кадошкино                      | Республика Мордовия           
3673     | Кадуй                          | Вологодская область           
7051     | Кадыбаш                        | Республика Татарстан          
4346     | Кадый                          | Костромская область           
7096     | Кадырово                       | Республика Татарстан          
7033     | Каенлы                         | Республика Татарстан          
4795     | Каз                            | Кемеровская область           
10228    | Казаки                         | Липецкая область              
11026    | Казанла                        | Саратовская область           
11407    | Казаново (Забайкальский край)  | Забайкальский край            
3323     | Казанская                      | Краснодарский край            
4513     | Казанская (Ростовская область) | Ростовская область            
10787    | Казанская Арчада               | Пензенская область            
3065     | Казанское                      | Тюменская область             
88       | Казань                         | Республика Татарстан          
9066     | Казаркино                      | Курганская область            
7938     | Казаткуль                      | Новосибирская область         
11519    | Казацкое                       | Белгородская область          
11322    | Казачий Ерик                   | Ростовская область            
7759     | Казачий Мыс                    | Новосибирская область         
4754     | Казачинское                    | Красноярский край             
10637    | Казачка                        | Саратовская область           
6913     | Казачье                        | Республика Саха (Якутия)      
6607     | Казачьи Лагери                 | Ростовская область            
9487     | Казгулак                       | Ставропольский край           
9674     | Казинка (Андроповский район)   | Ставропольский край           
10174    | Казинка (Белгородская область) | Белгородская область          
10352    | Казинка (Липецкая область)     | Липецкая область              
9556     | Казинка (Шпаковский район)     | Ставропольский край           
8253     | Казлук                         | Республика Коми               
9336     | Казым                          | Ханты-Мансийский АО - Югра    
3777     | Казьминское                    | Ставропольский край           
7865     | Каип                           | Алтайский край                
4755     | Кайеркан                       | Красноярский край             
5582     | Кака-Шура                      | Республика Дагестан           
7062     | Какмож                         | Удмуртская Республика         
7049     | Какре-Елга                     | Республика Татарстан          
9708     | Каладжинская                   | Краснодарский край            
10264    | Калаис                         | Тамбовская область            
11408    | Калангуй (Забайкальский край)  | Забайкальский край            
3517     | Каланчак                       | Херсонская область            
1849     | Калач                          | Воронежская область           
1515     | Калач-на-Дону                  | Волгоградская область         
10196    | Калачеевский                   | Воронежская область           
1251     | Калачинск                      | Омская область                
4375     | Калашниково                    | Ивановская область            
5091     | Калга                          | Забайкальский край            
4071     | Калевала                       | Республика Карелия            
3851     | Каликино                       | Липецкая область              
4514     | Калинин                        | Ростовская область            
41       | Калининград                    | Калининградская область       
6528     | Калининец (Московская область) | Московская область            
7208     | Калинино                       | Чувашская Республика          
7967     | Калинино (Омская область)      | Омская область                
8928     | Калинино (Пермский край)       | Пермский край                 
1603     | Калининск                      | Саратовская область           
3058     | Калининская                    | Краснодарский край            
8633     | Калининский                    | Ростовская область            
7947     | Калинкино                      | Кемеровская область           
9306     | Калинники                      | Республика Башкортостан       
8946     | Калино                         | Пермский край                 
5726     | Калиновка (Байкаловский район) | Свердловская область          
6706     | Калиновка (Республика Крым     | Республика Крым               
6643     | Калиново                       | Свердловская область          
8815     | Калиновский                    | Волгоградская область         
9510     | Калиновское                    | Ставропольский край           
8345     | Калитино                       | Ленинградская область         
4909     | Калманка                       | Алтайский край                
7164     | Калмаш                         | Республика Татарстан          
8921     | Калмашбашево                   | Республика Башкортостан       
8766     | Калмыковский                   | Волгоградская область         
8099     | Калмыцкие Мысы                 | Алтайский край                
3975     | Калниболотская                 | Краснодарский край            
1234     | Калтан                         | Кемеровская область           
5866     | Калтасы (Калтасинский район, Башкортостан) | Республика Башкортостан       
9109     | Калтыманово                    | Республика Башкортостан       
43       | Калуга                         | Калужская область             
5525     | Калужская (Краснодарский край) | Краснодарский край            
4611     | Калчуга (Московская область)   | Московская область            
8981     | Кальтовка                      | Республика Башкортостан       
